id,created,salarymx,salaryusd,extramx,extrausd,variation,english_num,english_label,age,experience,seniority,country,city,profile,edutype,orgtype,emptype,remote,gender,education,act_dba,act_req,act_arq,act_bi,act_cap,act_dsc,act_spi,act_cons,act_dir,act_doc,act_techwrite,act_devops,act_erp,act_deng,act_techsales,act_prog,act_front,act_pm,act_infosec,act_soporte,act_test,act_uxd,act_ventas,lang_bash,lang_csharp,lang_clang,lang_cobol,lang_dart,lang_delphi,lang_elixir,lang_assm,lang_go,lang_groovy,lang_java,lang_js,lang_julia,lang_kotlin,lang_objc,lang_perl,lang_php,lang_plsql,lang_python,lang_rlang,lang_ruby,lang_rust,lang_scala,lang_swift,lang_vbnet,front_angular,front_phonegap,front_electron,front_flutter,front_ionic,front_ntscript,front_qt,front_react,front_unity,front_vue,front_xamarin,db_dynamo,db_cosmos,db_cassandra,db_elastic,db_firebasert,db_firestore,db_DB2,db_sqlserver,db_mongoDB,db_mysql,db_neo4j,db_oracle,db_pgsql,db_redis,db_sap,dsc_alteryx,dsc_azureml,dsc_dataiku,dsc_domino,dsc_h2o,dsc_watson,dsc_knime,dsc_rapidminer,dsc_sas,dsc_tf,infra_ansible,infra_chef,infra_docker,infra_k8s,infra_oshift,infra_ostack,infra_puppet,infra_terraform,infra_vmware,cert_agile,cert_android,cert_awsdev,cert_awsarch,cert_ba,cert_cisco,cert_cobit,cert_entarch,cert_cgeit,cert_gcloudarch,cert_gdata,cert_gweb,cert_itilint,cert_itilpra,cert_java,cert_linux,cert_msass,cert_msexp,cert_oracle,cert_pmp,cert_sap,cert_scrum,cert_infosec,cert_sixsigma,cert_testing2,cert_testing1,ben_equity,ben_car,ben_family,ben_edu,ben_bonus,ben_housing,ben_parking,ben_gas,ben_gym,ben_flexhours,ben_homeoffice,ben_loan,ben_healthmajor,ben_healthminor,ben_lifeins,ben_cafeteria,ben_cellphone,ben_vouchers,covid_remoto,covid_salario,covid_carga,covid_apoyo
4039,2021-01-14 20:23:30.76491,45000,0,467500,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),35,12,2,México,Monterrey,godin,online,itservices,hibrido,N,hombre,universidad,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remote,igual,Igual,
4040,2021-01-14 20:34:15.03625,48000,0,20000,0,10,1,Elemental: Sé lo básico para sobrevivir (ILR 1),31,7,7,México,Yautepec,godin,trabajo,itservices,hibrido,N,hombre,universidad,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,,,,,,,,,,,Y,,,,,Y,Y,,,,,,,,Y,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,Y,,,,remote,bajatemp,aumentado,computadora
4041,2021-01-14 20:45:22.73564,17000,0,15000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),26,8,3,México,CDMX,godin,autodidacta,isv,nomina,N,hombre,pasante,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,Y,,,remote,igual,aumentado,
4042,2021-01-14 20:46:13.154986,160000,0,0,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),41,23,3,México,Queretaro,independiente,autodidacta,startup,freelance,Y,hombre,universidad,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,Y,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,Y,,,,,,,,,,,Y,,,,,,,,Y,,Y,,,Y,,,,,,,,,,,,,,,,,,remote,mejor,disminuido,
4043,2021-01-14 20:47:03.43286,50000,0,6000,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),33,10,5,México,Ensenada,godin,escuela,itservices,hibrido,Y,hombre,maestria,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remote,bajaperm,Igual,computadora
4044,2021-01-14 20:48:32.742323,160000,0,60000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),29,8,1,México,Aguascalientes,godin,escuela,isv,honorarios,Y,hombre,universidad,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,remote,igual,Igual,"['computadora', 'muebles']"
4045,2021-01-14 20:54:33.650414,0,600,0,0,0,1,Elemental: Sé lo básico para sobrevivir (ILR 1),32,1,13,Colombia,Bogotá,godin,escuela,gobierno,nomina,N,hombre,posgrado,,,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,onsite,igual,Igual,
4046,2021-01-14 21:22:59.672377,25000,0,12000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),29,4,4,México,CDMX,godin,autodidacta,itservices,nomina,N,mujer,pasante,Y,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,remote,bajatemp,aumentado,computadora
4047,2021-01-14 21:28:25.45861,26000,0,1000,0,45,1,Elemental: Sé lo básico para sobrevivir (ILR 1),26,2,1,México,Morelia,godin,escuela,isv,honorarios,N,hombre,pasante,Y,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remote,mejor,Igual,
4048,2021-01-14 21:30:13.345418,55000,0,0,0,4,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),27,6,1,México,Guadalajara,godin,escuela,startup,honorarios,Y,hombre,universidad,,Y,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,remote,igual,Igual,
4049,2021-01-14 21:49:01.24895,33000,0,0,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),24,4,2,México,Torreón,otro,escuela,corp,nomina,N,hombre,universidad,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,Y,Y,,,,,,Y,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,Y,,,,,Y,Y,,Y,,Y,Y,remote,igual,aumentado,computadora
4050,2021-01-14 23:04:00.698651,22000,0,90000,0,2,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),25,2,2,México,CDMX,godin,online,corp,nomina,N,hombre,pasante,,Y,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,Y,Y,Y,,,Y,Y,,remote,igual,Igual,computadora
4051,2021-01-14 23:29:57.170482,65000,0,80000,0,300,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),27,6,0,México,CDMX,godin,escuela,itservices,nomina,Y,hombre,universidad,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,Y,remote,mejor,Igual,computadora
4052,2021-01-14 23:33:20.766626,45000,0,20000,0,5,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),29,4,1,México,Guadalajara,godin,escuela,itservices,nomina,Y,hombre,universidad,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,Y,Y,,Y,remote,igual,Igual,
4053,2021-01-15 00:07:45.605238,104000,0,32000,0,4,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),43,15,1,México,CDMX,godin,autodidacta,itservices,nomina,Y,hombre,prepa,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,remote,igual,Igual,"['computadora', 'internet']"
4054,2021-01-15 00:17:34.3447,26000,0,20000,0,5,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),40,10,4,México,Playa del Carmen,godin,escuela,gobierno,nomina,N,hombre,universidad,Y,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,Y,,,,Y,onsite,igual,aumentado,
4055,2021-01-15 02:06:48.639515,65000,0,50000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),30,6,1,México,Guadalajara,godin,escuela,itservices,nomina,Y,hombre,maestria,,,Y,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,Y,,,,,Y,Y,Y,Y,Y,Y,,,Y,remote,igual,Igual,computadora
4056,2021-01-15 02:13:19.657336,12524,0,82000,0,10,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),25,3,3,México,CDMX,godin,online,itservices,nomina,Y,hombre,pasante,,Y,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,Y,Y,Y,,Y,,,Y,remote,igual,aumentado,computadora
4057,2021-01-15 02:43:15.828666,35130,0,17565,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),40,18,13,México,San Luis Potosí,godin,escuela,itservices,nomina,N,hombre,universidad,Y,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,remote,igual,Igual,
4058,2021-01-15 03:49:50.461836,0,1430,0,0,0,1,Elemental: Sé lo básico para sobrevivir (ILR 1),36,13,2,Colombia,Cali,godin,escuela,itservices,nomina,N,hombre,universidad,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,Y,Y,,,,,,Y,,remote,bajaperm,aumentado,computadora
4059,2021-01-15 05:47:23.340781,55000,0,72000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),51,33,5,México,CDMX,directivo,escuela,isv,nomina,N,hombre,maestria,,,,,,,,,Y,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,Y,,,,Y,Y,Y,,,,,,remote,bajatemp,aumentado,computadora
4060,2021-01-15 08:27:25.150923,90000,0,0,0,4,5,Nativo o bilingue (ILR 5),39,22,3,México,Df,otro,autodidacta,itservices,nomina,N,hombre,pasante,,,Y,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,Y,,,,,,,Y,remote,igual,aumentado,"['computadora', 'muebles']"
4061,2021-01-15 13:26:46.607862,80000,0,70000,0,110,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),30,8,1,México,Cdmx,godin,escuela,itservices,nomina,Y,hombre,tecnica,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,Y,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,Y,Y,Y,Y,,,,,remote,mejor,aumentado,computadora
4062,2021-01-15 14:04:53.336096,0,1050,0,525,15,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),31,4,1,Argentina,Buenos Aires,otro,online,itservices,nomina,N,hombre,pasante,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,remote,mejor,Igual,muebles
4063,2021-01-15 14:26:41.211349,38000,0,25000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),38,12,6,México,Mérida,godin,escuela,isv,nomina,N,hombre,maestria,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,remote,igual,Igual,
4064,2021-01-15 16:20:03.797518,72000,0,72000,0,11,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),34,12,12,México,Puebla,godin,escuela,itservices,nomina,N,hombre,pasante,,,,,Y,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,Y,,,,,Y,Y,,,,,,,,remote,igual,aumentado,
4065,2021-01-15 16:30:26.861176,25000,0,30000,0,4,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),50,30,5,México,Torreón,godin,escuela,corp,nomina,Y,mujer,universidad,,Y,,,,,,,,,Y,,,,,Y,,,,,,,,,Y,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,Y,Y,,Y,,,Y,remote,igual,Igual,computadora
4066,2021-01-15 16:34:03.358953,92000,0,600000,0,30,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),42,22,5,México,CDMX,godin,escuela,isv,nomina,N,hombre,maestria,,,Y,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,Y,,,Y,Y,,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,Y,remote,mejor,aumentado,computadora
4067,2021-01-15 16:49:01.87777,57000,0,57000,0,10,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),30,7,1,México,CDMX,godin,escuela,itservices,nomina,Y,hombre,tecnica,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,Y,,Y,remote,igual,Igual,"['computadora', 'muebles']"
4068,2021-01-15 17:05:36.752248,42000,0,31200,0,20,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),32,9,8,México,Estado de México,godin,escuela,corp,nomina,N,hombre,universidad,Y,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,Y,,,Y,Y,,,,,,Y,,onsite,igual,Igual,"['computadora', 'muebles', 'internet']"
4069,2021-01-15 17:18:45.938104,47000,0,47000,0,10,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),35,11,1,México,CDMX,godin,escuela,isv,nomina,Y,hombre,universidad,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,,Y,remote,mejor,Igual,computadora
4070,2021-01-15 17:41:23.842466,0,2465,0,4931,24,1,Elemental: Sé lo básico para sobrevivir (ILR 1),40,15,1,Perú,Lima,godin,online,itservices,nomina,Y,hombre,universidad,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,Y,,,,Y,,Y,,remote,mejor,disminuido,computadora
4071,2021-01-15 17:49:30.880531,65000,0,100000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),26,4,1,México,Tlaxcala,godin,escuela,startup,nomina,N,hombre,universidad,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,Y,Y,Y,,Y,,,Y,remote,igual,aumentado,"['computadora', 'muebles']"
4072,2021-01-15 18:01:16.173829,40000,0,30000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),30,6,1,México,Monterrey,godin,trabajo,itservices,hibrido,Y,hombre,universidad,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,,,remote,igual,Igual,computadora
4073,2021-01-15 18:10:38.147255,80000,0,100000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),30,10,1,México,Aguascalientes,godin,escuela,itservices,nomina,Y,hombre,pasante,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,Y,remote,bajatemp,Igual,computadora
4074,2021-01-15 18:32:58.063812,20177,0,38000,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),32,5,2,México,Puebla,godin,escuela,isv,nomina,Y,hombre,universidad,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,Y,,,,,,Y,Y,Y,,,Y,remote,igual,Igual,
4075,2021-01-15 18:54:47.773815,38000,0,15000,0,3,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),55,9,5,México,CDMX,emprendedor,trabajo,corp,nomina,N,hombre,universidad,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,remote,bajaperm,disminuido,muebles
4076,2021-01-15 18:55:50.02367,32000,0,0,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),29,7,2,México,Tijuana,godin,autodidacta,startup,hibrido,N,hombre,pasante,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,Y,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,onsite,bajatemp,Igual,
4077,2021-01-15 19:05:02.461724,12500,0,7000,0,4,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),24,2,2,México,Chihuahua,godin,escuela,itservices,nomina,N,hombre,universidad,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,Y,,,,,,remote,bajatemp,aumentado,computadora
4078,2021-01-15 19:20:29.375611,20000,0,20000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),36,14,10,México,Torreón,godin,escuela,itservices,hibrido,N,hombre,universidad,,Y,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,remote,igual,Igual,"['computadora', 'muebles']"
4079,2021-01-15 19:21:01.395235,57000,0,120000,0,60,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),33,8,0,México,San Luis Potosí,godin,escuela,itservices,nomina,Y,hombre,pasante,,,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,Y,,,Y,remote,mejor,disminuido,computadora
4080,2021-01-15 19:34:38.207216,60000,0,72000,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),24,6,1,México,Queretaro,godin,trabajo,startup,nomina,N,hombre,universidad,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,,Y,Y,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,Y,Y,,Y,,,,,,remote,igual,aumentado,"['computadora', 'muebles', 'internet']"
4081,2021-01-15 19:56:00.934228,0,1800,0,0,200,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),23,3,1,Perú,Piura,godin,online,itservices,honorarios,Y,hombre,secundaria,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,Y,Y,,,,,,,,remote,mejor,Igual,internet
4082,2021-01-15 19:56:40.048034,16850,0,16850,0,85,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),24,3,0,México,CDMX,godin,escuela,corp,becario,N,hombre,universidad,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,Y,onsite,mejor,Igual,
4083,2021-01-15 20:01:10.648224,0,3500,0,500,10,1,Elemental: Sé lo básico para sobrevivir (ILR 1),26,2,1,Perú,lima,estudiante,trabajo,itservices,nomina,N,hombre,pasante,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,Y,,,,,,Y,,,,,,,,Y,,,,,,,,,Y,Y,,,,,Y,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remote,igual,aumentado,computadora
4084,2021-01-15 20:02:22.163509,48000,0,20000,0,4,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),43,18,10,México,SAN LUIS POTOSI,godin,escuela,corp,nomina,N,hombre,maestria,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,Y,,Y,,,,Y,Y,Y,onsite,igual,Igual,computadora
