id,ip_address,created,recaptcha_score,salarymx,salaryusd,extramx,extrausd,variation,english_num,english_label,age,experience,seniority,country,city,profile,edutype,orgtype,emptype,remote,gender,education,act_dba,act_req,act_arq,act_bi,act_cap,act_dsc,act_spi,act_cons,act_dir,act_doc,act_techwrite,act_devops,act_erp,act_deng,act_techsales,act_prog,act_front,act_pm,act_infosec,act_soporte,act_test,act_uxd,act_ventas,lang_bash,lang_csharp,lang_clang,lang_cobol,lang_dart,lang_delphi,lang_elixir,lang_assm,lang_go,lang_groovy,lang_java,lang_js,lang_kotlin,lang_objc,lang_perl,lang_php,lang_plsql,lang_python,lang_rlang,lang_ruby,lang_rust,lang_scala,lang_swift,lang_vbnet,front_angular,front_phonegap,front_electron,front_flutter,front_ionic,front_ntscript,front_qt,front_react,front_unity,front_vue,front_xamarin,db_dynamo,db_cosmos,db_cassandra,db_elastic,db_firebasert,db_firestore,db_DB2,db_sqlserver,db_mongoDB,db_mysql,db_neo4j,db_oracle,db_pgsql,db_redis,db_sap,dsc_alteryx,dsc_azureml,dsc_dataiku,dsc_domino,dsc_h2o,dsc_watson,dsc_knime,dsc_rapidminer,dsc_sas,dsc_tf,infra_ansible,infra_chef,infra_docker,infra_k8s,infra_oshift,infra_ostack,infra_puppet,infra_terraform,infra_vmware,cert_agile,cert_android,cert_awsdev,cert_awsarch,cert_ba,cert_cisco,cert_cobit,cert_entarch,cert_cgeit,cert_gcloudarch,cert_gdata,cert_gweb,cert_itilint,cert_itilpra,cert_java,cert_linux,cert_msass,cert_msexp,cert_oracle,cert_pmp,cert_sap,cert_scrum,cert_infosec,cert_sixsigma,cert_testing2,cert_testing1,ben_equity,ben_car,ben_family,ben_edu,ben_bonus,ben_housing,ben_parking,ben_gas,ben_gym,ben_flexhours,ben_homeoffice,ben_loan,ben_healthmajor,ben_healthminor,ben_lifeins,ben_cafeteria,ben_cellphone,ben_vouchers
859,2806:107e:a:4721:25a4:a1d2:e2e7:cb38,2019-12-28 14:29:03.632849,,50000,0,600000,0,7,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),34,13,5,México,CDMX,directivo,escuela,itservices,emprendedor,N,hombre,universidad,,,,,,,,Y,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,Y,Y,,Y,,,Y,,Y,Y,Y,Y,,Y,,Y,Y
1373,189.176.71.26,2020-01-08 17:54:41.786793,,50000,0,15000,0,3,1,Elemental: Sé lo básico para sobrevivir (ILR 1),36,13,0,México,Cancún,godin,autodidacta,isv,hibrido,N,hombre,tecnica,,,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,Y
2296,201.175.159.37,2020-01-14 12:50:46.687919,,50000,0,0,0,10,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),36,13,8,México,Querétaro,independiente,escuela,freelance,freelance,Y,hombre,universidad,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,Y,Y,,,,,,,,,Y,,,,,,,,,Y,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
2529,200.68.137.195,2020-01-15 20:26:17.30148,,50000,0,0,0,30,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),33,13,13,México,Villahermosa,independiente,trabajo,isv,emprendedor,N,mujer,maestria,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,
2194,200.68.139.21,2020-01-13 23:10:30.598041,,48500,0,635500,0,3,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),37,13,5,México,Guadalajara,godin,escuela,itservices,nomina,Y,hombre,pasante,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,Y,Y,,,Y
1133,189.253.156.247,2020-01-06 16:28:19.64905,,46000,0,50000,0,12,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),35,13,2,México,"San Francisco del Rincón, Guanajuato",godin,escuela,itservices,hibrido,Y,hombre,maestria,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,Y
2568,189.217.142.159,2020-01-17 03:55:14.190664,,46000,0,10000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),33,13,14,México,CDMX,godin,trabajo,corp,nomina,N,mujer,universidad,Y,,Y,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,Y,
876,200.92.175.188,2019-12-28 20:06:10.994,,45000,0,40000,0,3,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),42,13,13,México,Monterrey,godin,escuela,itservices,nomina,N,hombre,posgrado,,Y,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,Y,,Y,
2467,187.217.85.16,2020-01-14 21:41:51.120228,,45000,0,20000,0,-10,1,Elemental: Sé lo básico para sobrevivir (ILR 1),36,13,2,México,CDMX,godin,trabajo,itservices,hibrido,N,mujer,universidad,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,
589,189.176.71.26,2019-12-26 23:49:58.829316,,43000,0,30000,0,0,1,Elemental: Sé lo básico para sobrevivir (ILR 1),36,13,1,México,Cancún,godin,autodidacta,isv,hibrido,N,hombre,pasante,,,,,,,,,,,Y,,,,,Y,Y,,,,,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,
2036,200.68.128.181,2020-01-11 22:31:06.317299,,42000,0,80000,0,5,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),38,13,13,México,CDMX,godin,bootcamp,corp,nomina,N,mujer,universidad,,Y,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,Y,Y,,Y,Y,Y,Y,,Y,Y
770,189.216.48.66,2019-12-27 21:20:41.72494,,40000,0,0,0,10,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),34,13,5,México,CDMX,godin,escuela,itservices,nomina,Y,hombre,universidad,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,Y,Y,,,,,,
848,201.175.135.78,2019-12-28 04:34:11.742165,,40000,0,100000,0,5,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),33,13,8,México,CDMX,otro,bootcamp,itservices,hibrido,N,nb,universidad,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,Y,,,,,Y,,,,Y,,Y,Y,,Y,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,Y,
2435,201.158.107.244,2020-01-14 19:27:29.213705,,40000,0,20000,0,3,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),35,13,4,México,CDMX,godin,escuela,corp,nomina,N,hombre,universidad,,Y,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,,,,,,,,,,
1326,200.52.50.128,2020-01-08 13:28:45.032226,,38000,0,100000,0,3,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),36,13,1,México,Guadalajara,godin,escuela,corp,nomina,N,mujer,universidad,Y,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,Y,Y,Y
290,177.229.85.59,2019-12-26 19:39:40.201969,,37500,0,18750,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),35,13,10,México,Querétaro,godin,escuela,itservices,hibrido,N,hombre,universidad,,,Y,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,Y,Y,,Y,,Y,,Y,
2094,201.102.169.210,2020-01-13 07:20:49.9819,,37000,0,120000,0,5,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),35,13,10,México,CDMX,godin,escuela,corp,nomina,N,mujer,universidad,,,,Y,,,,,,,,,Y,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,Y,Y,,,,,,,,,,,,,,Y,,Y,Y,,Y,Y,,Y
1838,187.162.51.240,2020-01-09 23:57:41.590907,,36200,0,25000,0,5,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),37,13,10,México,Monterrey,godin,trabajo,itservices,nomina,N,hombre,universidad,,Y,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,200.68.141.7,2019-12-25 17:48:24.76391,,36000,0,250000,0,4,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),35,13,2,México,Torreón,godin,escuela,corp,nomina,Y,hombre,universidad,,,,,Y,,,,,,,,,,,Y,,Y,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,Y,,,Y,,Y,Y,,Y
154,177.228.66.129,2019-12-24 20:57:21.321143,,35420,0,18000,0,5,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),34,13,7,México,Hermosillo,godin,autodidacta,itservices,nomina,Y,hombre,universidad,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,Y,,,,,Y,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,Y,Y,,Y,Y,Y,Y,,Y
893,177.228.33.65,2019-12-29 05:12:43.808547,,35000,0,17500,0,0,5,Nativo o bilingue (ILR 5),33,13,1,México,León,directivo,autodidacta,itservices,nomina,N,hombre,prepa,,,Y,,,,,,,,,Y,,,,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,Y,,
1243,2001:67c:2660:425:1a::121,2020-01-07 16:39:30.997836,,34000,0,90000,0,5,1,Elemental: Sé lo básico para sobrevivir (ILR 1),37,13,10,México,Los Mochis,docente,escuela,uni,nomina,N,hombre,maestria,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,
1115,201.141.11.241,2020-01-05 15:32:54.316422,,32000,0,3000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),35,13,4,México,CDMX,docente,escuela,itservices,hibrido,N,mujer,pasante,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,200.68.139.32,2019-12-26 19:58:13.3294,,30000,0,25000,0,5,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),44,13,13,México,Querétaro,godin,autodidacta,itservices,nomina,N,hombre,universidad,,Y,,,,,,,,,Y,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,,Y,,,Y
2593,2806:109f:16:52f5:767f:d632:4357:2c62,2020-01-19 04:26:12.223584,,30000,0,15000,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),38,13,1,México,Monterrey,godin,escuela,corp,hibrido,N,mujer,maestria,,Y,,,,,,,,,,Y,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,Y,,,,,,,,,
1478,2806:267:1403:823a:38da:c110:5a15:8a8f,2020-01-09 02:29:11.414582,,28000,0,30000,0,2,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),37,13,7,México,Torreón,godin,escuela,corp,nomina,N,hombre,pasante,,,,,,,,,,,,,Y,,,Y,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,Y,,Y,Y,Y,Y
2483,187.237.129.130,2020-01-15 00:16:33.874825,,26000,0,40000,0,3,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),37,13,2,México,Guadalajara,godin,escuela,corp,nomina,N,mujer,universidad,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,
282,2806:10a6:b:2350:209a:b5f2:60d:e939,2019-12-26 19:38:05.604698,,25000,0,0,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),35,13,1,México,Querétaro,godin,escuela,startup,nomina,Y,hombre,maestria,,Y,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,Y,Y,,Y,Y,,Y,,
584,187.146.121.251,2019-12-26 23:32:39.869328,,25000,0,25000,0,20,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),35,13,12,México,Córdoba,godin,escuela,corp,nomina,N,hombre,universidad,,Y,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,Y,
1622,177.244.55.210,2020-01-09 15:42:14.945493,,25000,0,0,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),35,13,1,México,Querétaro,godin,escuela,itservices,nomina,Y,hombre,maestria,,Y,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,Y,,,,
1668,177.226.214.61,2020-01-09 16:38:21.353632,,25000,0,500000,0,25,1,Elemental: Sé lo básico para sobrevivir (ILR 1),34,13,11,México,Mazatlán,directivo,escuela,corp,nomina,N,hombre,pasante,,,Y,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,
2242,177.227.118.241,2020-01-14 00:51:02.85126,,25000,0,0,0,10,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),37,13,1,México,Querétaro,godin,escuela,corp,hibrido,N,mujer,maestria,Y,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,Y,Y,,,,,,,
1594,187.153.121.57,2020-01-09 15:18:16.047756,,24000,0,12000,0,0,1,Elemental: Sé lo básico para sobrevivir (ILR 1),35,13,4,México,Tampico,godin,trabajo,itservices,nomina,N,hombre,universidad,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
2461,187.147.120.7,2020-01-14 21:22:42.701203,,24000,0,0,0,10,1,Elemental: Sé lo básico para sobrevivir (ILR 1),36,13,1,México,Mérida,godin,autodidacta,gobierno,nomina,N,hombre,maestria,,Y,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,,Y,,,,,,,,
1604,189.204.133.178,2020-01-09 15:28:34.582555,,19000,0,60000,0,7,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),37,13,9,México,Cuernavaca,godin,escuela,corp,nomina,N,mujer,universidad,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,Y,,,Y
441,187.162.64.167,2019-12-26 20:28:51.499567,,16500,0,65000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),38,13,7,México,CDMX,godin,trabajo,corp,nomina,N,mujer,universidad,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,Y,,,
622,2806:101e:3:a3ca:41a7:edec:fb2c:c980,2019-12-27 02:49:19.639978,,13500,0,45000,0,4,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),36,13,2,México,Culiacán,godin,escuela,corp,nomina,N,hombre,maestria,,,,Y,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,Y,,,Y
437,201.184.238.187,2019-12-26 20:25:47.345709,,0,3333,0,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),40,13,1,Colombia,Medellín,godin,trabajo,itservices,nomina,Y,hombre,maestria,,,Y,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,,Y,Y,,
1990,2a01:cb00:d3f:6000:2505:d875:5349:1e7,2020-01-10 23:59:06.089785,,0,4300,0,7000,1,5,Nativo o bilingue (ILR 5),37,13,1,Francia,París,godin,escuela,corp,nomina,N,hombre,maestria,,,,,,,,,,,,,,Y,,Y,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,Y
855,189.172.98.128,2019-12-28 06:39:28.326886,,150000,0,0,0,45,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),36,14,10,México,Mérida,independiente,online,freelance,freelance,N,hombre,maestria,Y,,,,,,,,,,,Y,,,,Y,,,,,,,,Y,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,Y,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,
496,200.76.83.54,2019-12-26 21:30:27.416564,,130000,0,200000,0,5,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),36,14,1,México,Guadalajara,directivo,escuela,startup,nomina,N,hombre,maestria,,,,,,Y,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,Y,,Y
1808,200.52.129.105,2020-01-09 22:18:56.967581,,130000,0,90000,0,10,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),35,14,5,México,CDMX,godin,trabajo,startup,nomina,N,hombre,pasante,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,Y
434,187.145.110.209,2019-12-26 20:24:17.625059,,88000,0,100000,0,20,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),37,14,2,México,Querétaro,godin,escuela,itservices,nomina,N,hombre,universidad,,,Y,,,,,,,,,,Y,,,Y,,,,,,,,,Y,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,Y,Y,Y,Y,Y,Y,Y,,Y
144,187.192.246.228,2019-12-24 19:57:08.812491,,78000,0,50000,0,10,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),32,14,4,México,Guadalajara,emprendedor,autodidacta,startup,emprendedor,Y,hombre,pasante,,,,,Y,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,Y,,Y,,,,Y,
1423,2801:f0:20:da0:5007:89bb:31b3:9802,2020-01-08 22:38:49.508293,0.9,75000,0,1000000,0,5,5,Nativo o bilingue (ILR 5),38,14,2,México,CDMX,docente,online,uni,nomina,N,hombre,phd,,,,Y,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,Y,Y,Y,,,Y
1917,2806:1016:6:2bd5:21dc:fefe:f488:70af,2020-01-10 15:04:43.709157,,75000,0,20000,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),38,14,0,México,Hermosillo,godin,escuela,corp,nomina,Y,hombre,universidad,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,
832,2806:2f0:9240:20f8:2d9e:64fd:599b:bb5d,2019-12-28 02:23:34.961027,,70000,0,30000,0,15,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),36,14,1,México,CDMX,godin,escuela,itservices,nomina,N,mujer,universidad,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,Y,,,
401,207.248.55.114,2019-12-26 20:07:33.90519,,68000,0,110000,0,8,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),36,14,1,México,Monterrey,godin,escuela,itservices,nomina,Y,hombre,universidad,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,Y,Y,Y,,,Y
